source,destination,action,reason,status
scripts/check_controller_isolation_modes.py,archive/cleanup_2026-06-13/scripts_archive/check_controller_isolation_modes.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/check_damping_correct.py,archive/cleanup_2026-06-13/scripts_archive/check_damping_correct.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/check_drift_priority_activation.py,archive/cleanup_2026-06-13/scripts_archive/check_drift_priority_activation.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/check_height_telemetry.py,archive/cleanup_2026-06-13/scripts_archive/check_height_telemetry.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/check_hip_roll_sign.py,archive/cleanup_2026-06-13/scripts_archive/check_hip_roll_sign.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/check_hy_ff_telemetry.py,archive/cleanup_2026-06-13/scripts_archive/check_hy_ff_telemetry.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/check_initial_state.py,archive/cleanup_2026-06-13/scripts_archive/check_initial_state.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/check_initial_velocities.py,archive/cleanup_2026-06-13/scripts_archive/check_initial_velocities.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/check_inverse_dynamics.py,archive/cleanup_2026-06-13/scripts_archive/check_inverse_dynamics.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/check_joint_sign_conventions.py,archive/cleanup_2026-06-13/scripts_archive/check_joint_sign_conventions.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/check_keyframe_stability.py,archive/cleanup_2026-06-13/scripts_archive/check_keyframe_stability.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/check_leg_geometry.py,archive/cleanup_2026-06-13/scripts_archive/check_leg_geometry.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/check_motor_joint_coupling.py,archive/cleanup_2026-06-13/scripts_archive/check_motor_joint_coupling.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/check_new_baseline.py,archive/cleanup_2026-06-13/scripts_archive/check_new_baseline.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/check_safety_gate_conditions.py,archive/cleanup_2026-06-13/scripts_archive/check_safety_gate_conditions.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/check_schedule_continuity.py,archive/cleanup_2026-06-13/scripts_archive/check_schedule_continuity.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/check_static_equilibrium.py,archive/cleanup_2026-06-13/scripts_archive/check_static_equilibrium.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/check_straight_leg_geometry.py,archive/cleanup_2026-06-13/scripts_archive/check_straight_leg_geometry.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/check_visual_environment.py,archive/cleanup_2026-06-13/scripts_archive/check_visual_environment.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/check_wbc_torque_sign.py,archive/cleanup_2026-06-13/scripts_archive/check_wbc_torque_sign.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/check_wbc_variants.py,archive/cleanup_2026-06-13/scripts_archive/check_wbc_variants.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/check_wheel_ground_geometry.py,archive/cleanup_2026-06-13/scripts_archive/check_wheel_ground_geometry.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/check_wheel_positions.py,archive/cleanup_2026-06-13/scripts_archive/check_wheel_positions.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/compute_apcr1g_error_table.py,archive/cleanup_2026-06-13/scripts_archive/compute_apcr1g_error_table.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/compute_apcr_drift_comparison.py,archive/cleanup_2026-06-13/scripts_archive/compute_apcr_drift_comparison.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/compute_e2b_500_comparison.py,archive/cleanup_2026-06-13/scripts_archive/compute_e2b_500_comparison.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/compute_equilibrium_keyframe.py,archive/cleanup_2026-06-13/scripts_archive/compute_equilibrium_keyframe.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/compute_ik_equilibrium.py,archive/cleanup_2026-06-13/scripts_archive/compute_ik_equilibrium.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/compute_signed_support_metrics.py,archive/cleanup_2026-06-13/scripts_archive/compute_signed_support_metrics.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/debug_axis_contract_roll_pitch.py,archive/cleanup_2026-06-13/scripts_archive/debug_axis_contract_roll_pitch.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/debug_contact_lifecycle.py,archive/cleanup_2026-06-13/scripts_archive/debug_contact_lifecycle.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/debug_contact_torque_sign_static.py,archive/cleanup_2026-06-13/scripts_archive/debug_contact_torque_sign_static.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/debug_end_to_end_roll_sign.py,archive/cleanup_2026-06-13/scripts_archive/debug_end_to_end_roll_sign.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/debug_force_distributor_my_sign.py,archive/cleanup_2026-06-13/scripts_archive/debug_force_distributor_my_sign.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/debug_force_gap.py,archive/cleanup_2026-06-13/scripts_archive/debug_force_gap.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/debug_gate_pass_through.py,archive/cleanup_2026-06-13/scripts_archive/debug_gate_pass_through.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/debug_geometry_truth_audit.py,archive/cleanup_2026-06-13/scripts_archive/debug_geometry_truth_audit.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/debug_roll_delta_force_channel.py,archive/cleanup_2026-06-13/scripts_archive/debug_roll_delta_force_channel.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/debug_stage2_posture_holding.py,archive/cleanup_2026-06-13/scripts_archive/debug_stage2_posture_holding.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/debug_stage2b_feedforward_sources.py,archive/cleanup_2026-06-13/scripts_archive/debug_stage2b_feedforward_sources.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/debug_stage2b_feedforward_sources_v2.py,archive/cleanup_2026-06-13/scripts_archive/debug_stage2b_feedforward_sources_v2.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/debug_stage2b_phase_c_config_sweep.py,archive/cleanup_2026-06-13/scripts_archive/debug_stage2b_phase_c_config_sweep.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/debug_stage2c_term_cancellation.py,archive/cleanup_2026-06-13/scripts_archive/debug_stage2c_term_cancellation.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/debug_static_inverse_dynamics.py,archive/cleanup_2026-06-13/scripts_archive/debug_static_inverse_dynamics.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/debug_static_support_parity.py,archive/cleanup_2026-06-13/scripts_archive/debug_static_support_parity.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/debug_static_support_parity_v2.py,archive/cleanup_2026-06-13/scripts_archive/debug_static_support_parity_v2.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/debug_support_pipeline_parity.py,archive/cleanup_2026-06-13/scripts_archive/debug_support_pipeline_parity.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/debug_wbc_correction_only_diagnostics.py,archive/cleanup_2026-06-13/scripts_archive/debug_wbc_correction_only_diagnostics.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/debug_wbc_my_sign_convention.py,archive/cleanup_2026-06-13/scripts_archive/debug_wbc_my_sign_convention.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/debug_wheel_sagittal_sign.py,archive/cleanup_2026-06-13/scripts_archive/debug_wheel_sagittal_sign.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/debug_wheel_sagittal_sign_simple.py,archive/cleanup_2026-06-13/scripts_archive/debug_wheel_sagittal_sign_simple.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/diagnose_contact_initialization.py,archive/cleanup_2026-06-13/scripts_archive/diagnose_contact_initialization.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/diagnose_controller_response.py,archive/cleanup_2026-06-13/scripts_archive/diagnose_controller_response.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/diagnose_dual_rate_b9.py,archive/cleanup_2026-06-13/scripts_archive/diagnose_dual_rate_b9.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/diagnose_height_ik.py,archive/cleanup_2026-06-13/scripts_archive/diagnose_height_ik.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/diagnose_hierarchical_controller.py,archive/cleanup_2026-06-13/scripts_archive/diagnose_hierarchical_controller.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/diagnose_jacobian.py,archive/cleanup_2026-06-13/scripts_archive/diagnose_jacobian.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/diagnose_joint_tracking.py,archive/cleanup_2026-06-13/scripts_archive/diagnose_joint_tracking.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/diagnose_lateral_authority.py,archive/cleanup_2026-06-13/scripts_archive/diagnose_lateral_authority.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/diagnose_legs.py,archive/cleanup_2026-06-13/scripts_archive/diagnose_legs.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/diagnose_posture_geometry.py,archive/cleanup_2026-06-13/scripts_archive/diagnose_posture_geometry.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/diagnose_prior_eval_failure.py,archive/cleanup_2026-06-13/scripts_archive/diagnose_prior_eval_failure.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/diagnose_roll.py,archive/cleanup_2026-06-13/scripts_archive/diagnose_roll.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/diagnose_sagittal_lqr.py,archive/cleanup_2026-06-13/scripts_archive/diagnose_sagittal_lqr.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/diagnose_simulation.py,archive/cleanup_2026-06-13/scripts_archive/diagnose_simulation.py,git_mv,obsolete_oneoff_script_manifest,OK
scripts/screening_2000step.py,archive/cleanup_2026-06-13/scripts_archive/screening_2000step.py,git_mv,obsolete_oneoff_script_manifest,OK
analyze_apc_failure.py,archive/cleanup_2026-06-13/root_analysis_archive/analyze_apc_failure.py,archive,unimported loose root analysis/debug script,OK
analyze_apcr1l_validation.py,archive/cleanup_2026-06-13/root_analysis_archive/analyze_apcr1l_validation.py,archive,unimported loose root analysis/debug script,OK
analyze_apcr1l_vs_baseline.py,archive/cleanup_2026-06-13/root_analysis_archive/analyze_apcr1l_vs_baseline.py,archive,unimported loose root analysis/debug script,OK
analyze_apcr1n_1000.py,archive/cleanup_2026-06-13/root_analysis_archive/analyze_apcr1n_1000.py,archive,unimported loose root analysis/debug script,OK
analyze_apcr1nd_2000_feature_activation.py,archive/cleanup_2026-06-13/root_analysis_archive/analyze_apcr1nd_2000_feature_activation.py,archive,unimported loose root analysis/debug script,OK
analyze_apcr1nd_drift_comparison.py,archive/cleanup_2026-06-13/root_analysis_archive/analyze_apcr1nd_drift_comparison.py,archive,unimported loose root analysis/debug script,OK
analyze_apcr1nd_t5_5000.py,archive/cleanup_2026-06-13/root_analysis_archive/analyze_apcr1nd_t5_5000.py,archive,unimported loose root analysis/debug script,OK
analyze_apcr1nd_telemetry.py,archive/cleanup_2026-06-13/root_analysis_archive/analyze_apcr1nd_telemetry.py,archive,unimported loose root analysis/debug script,OK
analyze_apcr1nd_torque_stability.py,archive/cleanup_2026-06-13/root_analysis_archive/analyze_apcr1nd_torque_stability.py,archive,unimported loose root analysis/debug script,OK
analyze_apcr1nd_tuned_2000.py,archive/cleanup_2026-06-13/root_analysis_archive/analyze_apcr1nd_tuned_2000.py,archive,unimported loose root analysis/debug script,OK
analyze_t5_comparison_final.py,archive/cleanup_2026-06-13/root_analysis_archive/analyze_t5_comparison_final.py,archive,unimported loose root analysis/debug script,OK
analyze_t5_high_0p480_5000.py,archive/cleanup_2026-06-13/root_analysis_archive/analyze_t5_high_0p480_5000.py,archive,unimported loose root analysis/debug script,OK
analyze_t5_high_0p480_band_failure_audit.py,archive/cleanup_2026-06-13/root_analysis_archive/analyze_t5_high_0p480_band_failure_audit.py,archive,unimported loose root analysis/debug script,OK
analyze_t6_2000_screening.py,archive/cleanup_2026-06-13/root_analysis_archive/analyze_t6_2000_screening.py,archive,unimported loose root analysis/debug script,OK
analyze_t6b_5000_validation.py,archive/cleanup_2026-06-13/root_analysis_archive/analyze_t6b_5000_validation.py,archive,unimported loose root analysis/debug script,OK
analyze_t6f_2000_screening.py,archive/cleanup_2026-06-13/root_analysis_archive/analyze_t6f_2000_screening.py,archive,unimported loose root analysis/debug script,OK
analyze_t6f_component_sign_audit.py,archive/cleanup_2026-06-13/root_analysis_archive/analyze_t6f_component_sign_audit.py,archive,unimported loose root analysis/debug script,OK
analyze_t6f_degradation_root_cause.py,archive/cleanup_2026-06-13/root_analysis_archive/analyze_t6f_degradation_root_cause.py,archive,unimported loose root analysis/debug script,OK
analyze_t6f_sign_corrected_500.py,archive/cleanup_2026-06-13/root_analysis_archive/analyze_t6f_sign_corrected_500.py,archive,unimported loose root analysis/debug script,OK
analyze_t6f_sign_fix_500_diagnostic.py,archive/cleanup_2026-06-13/root_analysis_archive/analyze_t6f_sign_fix_500_diagnostic.py,archive,unimported loose root analysis/debug script,OK
analyze_t6f_torque_transmission.py,archive/cleanup_2026-06-13/root_analysis_archive/analyze_t6f_torque_transmission.py,archive,unimported loose root analysis/debug script,OK
analyze_t6h_t6i_500.py,archive/cleanup_2026-06-13/root_analysis_archive/analyze_t6h_t6i_500.py,archive,unimported loose root analysis/debug script,OK
analyze_t6j_1200_diagnostic.py,archive/cleanup_2026-06-13/root_analysis_archive/analyze_t6j_1200_diagnostic.py,archive,unimported loose root analysis/debug script,OK
analyze_t6j_2000_diagnostic.py,archive/cleanup_2026-06-13/root_analysis_archive/analyze_t6j_2000_diagnostic.py,archive,unimported loose root analysis/debug script,OK
analyze_t6j_5000_diagnostic.py,archive/cleanup_2026-06-13/root_analysis_archive/analyze_t6j_5000_diagnostic.py,archive,unimported loose root analysis/debug script,OK
analyze_t6j_500_diagnostic.py,archive/cleanup_2026-06-13/root_analysis_archive/analyze_t6j_500_diagnostic.py,archive,unimported loose root analysis/debug script,OK
analyze_torque_budget_transient.py,archive/cleanup_2026-06-13/root_analysis_archive/analyze_torque_budget_transient.py,archive,unimported loose root analysis/debug script,OK
analyze_upstream_clip_t5_t6b_1200.py,archive/cleanup_2026-06-13/root_analysis_archive/analyze_upstream_clip_t5_t6b_1200.py,archive,unimported loose root analysis/debug script,OK
analyze_validation_run.py,archive/cleanup_2026-06-13/root_analysis_archive/analyze_validation_run.py,archive,unimported loose root analysis/debug script,OK
apcr1e_audit_phases1to3.py,archive/cleanup_2026-06-13/root_analysis_archive/apcr1e_audit_phases1to3.py,archive,unimported loose root analysis/debug script,OK
apcr1n_activation_trigger_test.py,archive/cleanup_2026-06-13/root_analysis_archive/apcr1n_activation_trigger_test.py,archive,unimported loose root analysis/debug script,OK
audit_apcr1i_1000_episodes.py,archive/cleanup_2026-06-13/root_analysis_archive/audit_apcr1i_1000_episodes.py,archive,unimported loose root analysis/debug script,OK
audit_apcr1i_1000_torque_authority.py,archive/cleanup_2026-06-13/root_analysis_archive/audit_apcr1i_1000_torque_authority.py,archive,unimported loose root analysis/debug script,OK
audit_apcr1nd_band_control_failure.py,archive/cleanup_2026-06-13/root_analysis_archive/audit_apcr1nd_band_control_failure.py,archive,unimported loose root analysis/debug script,OK
audit_t6b_position_cap_saturation.py,archive/cleanup_2026-06-13/root_analysis_archive/audit_t6b_position_cap_saturation.py,archive,unimported loose root analysis/debug script,OK
audit_t6b_runtime_config.py,archive/cleanup_2026-06-13/root_analysis_archive/audit_t6b_runtime_config.py,archive,unimported loose root analysis/debug script,OK
audit_t6f_high_authority.py,archive/cleanup_2026-06-13/root_analysis_archive/audit_t6f_high_authority.py,archive,unimported loose root analysis/debug script,OK
audit_t6f_pitch_suppression.py,archive/cleanup_2026-06-13/root_analysis_archive/audit_t6f_pitch_suppression.py,archive,unimported loose root analysis/debug script,OK
audit_t6f_sign_fix_telemetry.py,archive/cleanup_2026-06-13/root_analysis_archive/audit_t6f_sign_fix_telemetry.py,archive,unimported loose root analysis/debug script,OK
check_apcr1i_telemetry_columns.py,archive/cleanup_2026-06-13/root_analysis_archive/check_apcr1i_telemetry_columns.py,archive,unimported loose root analysis/debug script,OK
check_apcr1n_telemetry.py,archive/cleanup_2026-06-13/root_analysis_archive/check_apcr1n_telemetry.py,archive,unimported loose root analysis/debug script,OK
check_arch_fix_gates.py,archive/cleanup_2026-06-13/root_analysis_archive/check_arch_fix_gates.py,archive,unimported loose root analysis/debug script,OK
check_band_state.py,archive/cleanup_2026-06-13/root_analysis_archive/check_band_state.py,archive,unimported loose root analysis/debug script,OK
check_budget_telemetry.py,archive/cleanup_2026-06-13/root_analysis_archive/check_budget_telemetry.py,archive,unimported loose root analysis/debug script,OK
compare_apcr1h_vs_1n.py,archive/cleanup_2026-06-13/root_analysis_archive/compare_apcr1h_vs_1n.py,archive,unimported loose root analysis/debug script,OK
compare_t5_5000_vs_baseline.py,archive/cleanup_2026-06-13/root_analysis_archive/compare_t5_5000_vs_baseline.py,archive,unimported loose root analysis/debug script,OK
compare_t5_t6b_torque_path.py,archive/cleanup_2026-06-13/root_analysis_archive/compare_t5_t6b_torque_path.py,archive,unimported loose root analysis/debug script,OK
compute_apcr1i_1000_drift_metrics.py,archive/cleanup_2026-06-13/root_analysis_archive/compute_apcr1i_1000_drift_metrics.py,archive,unimported loose root analysis/debug script,OK
debug_apcr1i_telemetry.py,archive/cleanup_2026-06-13/root_analysis_archive/debug_apcr1i_telemetry.py,archive,unimported loose root analysis/debug script,OK
debug_band_state.py,archive/cleanup_2026-06-13/root_analysis_archive/debug_band_state.py,archive,unimported loose root analysis/debug script,OK
debug_t6f_sign_zero_torque.py,archive/cleanup_2026-06-13/root_analysis_archive/debug_t6f_sign_zero_torque.py,archive,unimported loose root analysis/debug script,OK
final_apcr1n_analysis.py,archive/cleanup_2026-06-13/root_analysis_archive/final_apcr1n_analysis.py,archive,unimported loose root analysis/debug script,OK
test_init.py,archive/cleanup_2026-06-13/root_analysis_archive/test_init.py,archive,unimported loose root analysis/debug script,OK
test_tuned_telemetry_csv.py,archive/cleanup_2026-06-13/root_analysis_archive/test_tuned_telemetry_csv.py,archive,unimported loose root analysis/debug script,OK
tmp_b9_audit_gate_gen.py,archive/cleanup_2026-06-13/root_analysis_archive/tmp_b9_audit_gate_gen.py,archive,unimported loose root analysis/debug script,OK
validate_apcr1l.py,archive/cleanup_2026-06-13/root_analysis_archive/validate_apcr1l.py,archive,unimported loose root analysis/debug script,OK
verify_apcr1i_1000_principle.py,archive/cleanup_2026-06-13/root_analysis_archive/verify_apcr1i_1000_principle.py,archive,unimported loose root analysis/debug script,OK
verify_residual_ckpt.py,archive/cleanup_2026-06-13/root_analysis_archive/verify_residual_ckpt.py,archive,unimported loose root analysis/debug script,OK
docs/phase_b2_lqr_ik_validation_report.md,archive/cleanup_2026-06-13/docs_archive/docs/phase_b2_lqr_ik_validation_report.md,git_mv,obsolete_experiment_doc,ok
docs/phase_b4_feasibility_map_report.md,archive/cleanup_2026-06-13/docs_archive/docs/phase_b4_feasibility_map_report.md,git_mv,obsolete_experiment_doc,ok
docs/phase_b5_classical_prior_variants_report.md,archive/cleanup_2026-06-13/docs_archive/docs/phase_b5_classical_prior_variants_report.md,git_mv,obsolete_experiment_doc,ok
docs/phase_b6_height_scheduled_com_lqr_report.md,archive/cleanup_2026-06-13/docs_archive/docs/phase_b6_height_scheduled_com_lqr_report.md,git_mv,obsolete_experiment_doc,ok
docs/phase_b6_stronger_prior_report.md,archive/cleanup_2026-06-13/docs_archive/docs/phase_b6_stronger_prior_report.md,git_mv,obsolete_experiment_doc,ok
docs/phase_b7_hierarchical_vmc_report.md,archive/cleanup_2026-06-13/docs_archive/docs/phase_b7_hierarchical_vmc_report.md,git_mv,obsolete_experiment_doc,ok
docs/phase_b8_hierarchical_controller_investigation.md,archive/cleanup_2026-06-13/docs_archive/docs/phase_b8_hierarchical_controller_investigation.md,git_mv,obsolete_experiment_doc,ok
docs/phase_b9_audit_gate_report.md,archive/cleanup_2026-06-13/docs_archive/docs/phase_b9_audit_gate_report.md,git_mv,obsolete_experiment_doc,ok
docs/phase_b9_balanced_root_initialization_report.md,archive/cleanup_2026-06-13/docs_archive/docs/phase_b9_balanced_root_initialization_report.md,git_mv,obsolete_experiment_doc,ok
docs/phase_b9_best_standalone_controller_report.md,archive/cleanup_2026-06-13/docs_archive/docs/phase_b9_best_standalone_controller_report.md,git_mv,obsolete_experiment_doc,ok
docs/phase_b9_dual_rate_controller_report.md,archive/cleanup_2026-06-13/docs_archive/docs/phase_b9_dual_rate_controller_report.md,git_mv,obsolete_experiment_doc,ok
docs/phase_b9_posture_geometry_inspection_report.md,archive/cleanup_2026-06-13/docs_archive/docs/phase_b9_posture_geometry_inspection_report.md,git_mv,obsolete_experiment_doc,ok
docs/phase_b9_step5_19_controller_authority_reallocation_report.md,archive/cleanup_2026-06-13/docs_archive/docs/phase_b9_step5_19_controller_authority_reallocation_report.md,git_mv,obsolete_experiment_doc,ok
docs/phase_b9_step5_26_phase1_summary.md,archive/cleanup_2026-06-13/docs_archive/docs/phase_b9_step5_26_phase1_summary.md,git_mv,obsolete_experiment_doc,ok
docs/superpowers/plans/2026-05-12-phase-b9-step5-13-reset-equilibrium-repair.md,archive/cleanup_2026-06-13/docs_archive/docs/superpowers/plans/2026-05-12-phase-b9-step5-13-reset-equilibrium-repair.md,git_mv,obsolete_experiment_doc,ok
docs/superpowers/plans/2026-05-13-phase-b9-step5-16-mainline-jacobian-wbc-vmc.md,archive/cleanup_2026-06-13/docs_archive/docs/superpowers/plans/2026-05-13-phase-b9-step5-16-mainline-jacobian-wbc-vmc.md,git_mv,obsolete_experiment_doc,ok
docs/superpowers/plans/2026-05-13-phase-b9-step5-17-torque-level-wbc-prototype.md,archive/cleanup_2026-06-13/docs_archive/docs/superpowers/plans/2026-05-13-phase-b9-step5-17-torque-level-wbc-prototype.md,git_mv,obsolete_experiment_doc,ok
docs/superpowers/plans/2026-05-13-phase-b9-step5-18-deployable-motor-torque-interface.md,archive/cleanup_2026-06-13/docs_archive/docs/superpowers/plans/2026-05-13-phase-b9-step5-18-deployable-motor-torque-interface.md,git_mv,obsolete_experiment_doc,ok
docs/superpowers/plans/2026-05-14-phase1-centroidal-state-estimator.md,archive/cleanup_2026-06-13/docs_archive/docs/superpowers/plans/2026-05-14-phase1-centroidal-state-estimator.md,git_mv,obsolete_experiment_doc,ok
docs/superpowers/plans/2026-05-15-phase2-centroidal-wbc-core.md,archive/cleanup_2026-06-13/docs_archive/docs/superpowers/plans/2026-05-15-phase2-centroidal-wbc-core.md,git_mv,obsolete_experiment_doc,ok
docs/superpowers/plans/2026-05-15-phase3-momentum-coordinator.md,archive/cleanup_2026-06-13/docs_archive/docs/superpowers/plans/2026-05-15-phase3-momentum-coordinator.md,git_mv,obsolete_experiment_doc,ok
docs/superpowers/plans/2026-05-15-phase4-posture-regularization.md,archive/cleanup_2026-06-13/docs_archive/docs/superpowers/plans/2026-05-15-phase4-posture-regularization.md,git_mv,obsolete_experiment_doc,ok
docs/superpowers/plans/2026-05-16-unified-qp-force-distribution.md,archive/cleanup_2026-06-13/docs_archive/docs/superpowers/plans/2026-05-16-unified-qp-force-distribution.md,git_mv,obsolete_experiment_doc,ok
docs/superpowers/plans/2026-05-19-full-wbc-c1-correctness-rebuild.md,archive/cleanup_2026-06-13/docs_archive/docs/superpowers/plans/2026-05-19-full-wbc-c1-correctness-rebuild.md,git_mv,obsolete_experiment_doc,ok
docs/superpowers/plans/2026-05-20-hierarchical-controller-diagnostics.md,archive/cleanup_2026-06-13/docs_archive/docs/superpowers/plans/2026-05-20-hierarchical-controller-diagnostics.md,git_mv,obsolete_experiment_doc,ok
docs/superpowers/plans/2026-05-20-hierarchical-controller-seven-error-fix-plan.md,archive/cleanup_2026-06-13/docs_archive/docs/superpowers/plans/2026-05-20-hierarchical-controller-seven-error-fix-plan.md,git_mv,obsolete_experiment_doc,ok
docs/superpowers/plans/2026-05-21-phase-8-upright-standing-controller.md,archive/cleanup_2026-06-13/docs_archive/docs/superpowers/plans/2026-05-21-phase-8-upright-standing-controller.md,git_mv,obsolete_experiment_doc,ok
